word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
also,'ɒ:lsәu,r in addition,"adv. 也, 并且, 同样地",,5,1,zk gk,77,87,,,
alter,'ɒ:ltә,v. make an alteration to\nv. remove the ovaries of,v. 改变,,3,1,cet4 cet6 ky toefl ielts gre,2121,2889,d:altered/i:altering/3:alters/p:altered,,
alternative,ɒ:l'tә:nәtiv,s. necessitating a choice between mutually exclusive possibilities\ns. pertaining to unconventional choices,"n. 两者择一, 供替代的选择\na. 两者择一的, 供选择的\n[计] 选择对象",,4,1,gk cet4 cet6 ky toefl ielts,1752,2073,s:alternatives,,
although,ɒ:l'ðou,conj. Grant all this; be it that; supposing that;\n   notwithstanding; though.,"conj. 虽然, 尽管",,5,1,zk gk cet4 ky,197,378,,,
altogether,.ɒ:ltә'geðә,r. with everything included or counted,"adv. 完全地, 总而言之",,3,1,gk cet4 ky,2575,3801,,,
always,'ɒ:lweiz,r. at all times; all the time and on every occasion\nr. at any time or in any event\nr. forever; throughout all time,"adv. 总是, 始终",,5,1,zk gk,185,206,,,
amateur,'æmәtә,n. someone who pursues a study or sport as a pastime\nn. an athlete who does not play for pay\ns. engaged in as a pastime,"n. 业余爱好者, 外行, 爱好者\n[电] 业余家",,3,,gk cet6 ky toefl ielts gre,5030,5795,s:amateurs,,
amazing,ә'meiziŋ,s. surprising greatly\ns. inspiring awe or admiration or wonder,a. 令人惊异的,,3,1,gk toefl ielts,3667,2294,i:amazing/0:amazing/1:i,,
ambassador,æm'bæsәdә,n. a diplomat of the highest rank; accredited as representative from one country to another\nn. an informal representative,"n. 大使\n[法] 大使, 使节, 代理",,3,,gk cet6 ky ielts,4614,4520,s:ambassadors,,
ambition,æm'biʃәn,n. a cherished desire\nn. a strong drive for success\nv. have as one's ambition,"n. 野心, 志向",,3,1,gk cet4 cet6 ky toefl ielts,3185,4283,s:ambitions/f:ambitions,,
amendment,ә'mendmәnt,n. the act of amending or correcting\nn. a statement that is added to or revises or improves a proposal or document (a bill or constitution etc.),"n. 修订, 改善, 改良, 改正\n[化] 调理剂; 修正",,3,,toefl gre,2864,3667,s:amendments,,
amid,ә'mid,prep. See Amidst.\nprep. In the midst or middle of; surrounded or encompassed by;\n   among.,"prep. 在其间, 在其中\n[经] 在...中",,3,,cet6 ky toefl ielts,5382,3825,,,
among,ә'mʌŋ,prep. Alt. of Amongst,prep. 在...之中,,5,1,zk gk,418,279,,,
amount,ә'maunt,n. the relative magnitude of something with reference to a criterion\nv. be tantamount or equivalent to,"n. 总数, 总额\nvi. 总计, 等同",,4,1,gk cet4 ky toefl ielts,584,782,s:amounts/p:amounted/3:amounts/i:amounting/d:amounted,,
analysis,ә'nælәsis,"n. an investigation of the component parts of a whole and their relations in making up the whole\nn. the abstract separation of a whole into its constituent parts in order to study the parts and their relations\nn. a form of literary criticism in which the structure of a piece of writing is analyzed\nn. the use of closed-class words instead of inflections: e.g., `the father of the bride' instead of `the bride's father'",n. 分析\n[计] 分析机; 分析员; 分析; 分析程序,,3,1,gk cet4 cet6 ky toefl ielts,707,811,s:analyses,,
analyst,'ænәlist,n. someone who is skilled at analyzing data\nn. an expert who studies financial data (on credit or securities or sales or financial patterns etc.) and recommends appropriate business actions\nn. a licensed practitioner of psychoanalysis,"n. 分析者, 精神分析学家\n[化] 分析员; 化验员",,4,,cet6,3742,1672,s:analysts,,
ancient,'einʃәnt,n. a very old person\nn. a person who lived in ancient times\ns. belonging to times long past especially of the historical period before the fall of the Western Roman Empire\ns. very old,"a. 古代的, 古老的, 年老的, 旧的",,3,1,zk gk cet4 cet6 ky ielts,1841,1817,s:ancients,,
and,ænd,"conj. A particle which expresses the relation of connection or\n   addition. It is used to conjoin a word with a word, a clause with a\n   clause, or a sentence with a sentence.\nconj. In order to; -- used instead of the infinitival to,\n   especially after try, come, go.\nconj. It is sometimes, in old songs, a mere expletive.\nconj. If; though. See An, conj.","conj. 和, 与\n[计] 与",,5,1,zk gk,4,3,,,
anger,'æŋgә,n. a strong emotion; a feeling that is oriented toward some real or supposed grievance\nn. the state of being angry\nv. make angry\nv. become angry,"n. 忿怒\nvt. 激怒, 使发怒\nvi. 发怒",,3,1,gk cet4 ky ielts,2489,2362,d:angered/p:angered/s:angers/3:angers/i:angering,,
angle,'æŋgl,n. the space between two lines or planes that intersect; the inclination of one line to another; measured in degrees or radians\nn. a member of a Germanic people who conquered England and merged with the Saxons and Jutes to become Anglo-Saxons\nv. move or proceed at an angle\nv. fish with a hook,"n. 角, 角度, 角落\nvi. 钓鱼, 谋取, 博取, 斜向移动, 转变角度\nvt. 使转动角度, 在...钓鱼, 获取",,3,1,gk cet4 ky toefl,2346,2989,s:angles/d:angled/i:angling/p:angled/3:angles,,
angry,'æŋgri,a. feeling or showing anger\ns. (of the elements) as if showing violent anger\ns. severely inflamed and painful,"a. 生气的, 愤怒的",,3,1,zk gk ielts,2084,1705,r:angrier,,
animal,'ænimәl,n. a living organism characterized by voluntary movement\ns. marked by the appetites and passions of the body,n. 动物\n[医] 动物,,4,1,zk gk ielts,652,728,s:animals,,
anniversary,æni'vә:sәri,n. the date on which an event occurred in some previous year (or the celebration of it),n. 周年纪念,,3,1,gk cet6 ky ielts,3440,3374,s:anniversaries,,
announce,ә'nauns,v. make known; make an announcement\nv. announce publicly or officially\nv. give the names of\nv. foreshadow or presage,"vt. 宣布, 声称, 显示, 预告\nvi. 当报幕员, 宣布参加竞选",,5,1,gk cet4 cet6 ky toefl gre,795,1163,p:announced/d:announced/i:announcing/3:announces,,
announcement,ә'naunsmәnt,n. a formal public statement\nn. a public statement containing information about an event that has happened or is going to happen,"n. 公告, 发表, 告知\n[经] 通告, 布告, 公告",,3,,gk toefl ielts,2825,3604,s:announcements,,
annual,'ænjuәl,n. (botany) a plant that completes its entire life cycle within the space of a year\nn. a reference book that is published regularly once every year\na. completing its life cycle within a year\ns. occurring or payable every year,"n. 年刊, 年报\na. 每年的, 一年一次的, 全年的, 一年生的",,4,1,gk cet4 ky toefl ielts,1215,1361,s:annuals,,
another,ә'nʌðә,s. any of various alternatives; some other,"a. 另外的, 再一的, 不同的\npron. 又一个, 另一个, 类似的另一个",,5,1,zk gk,150,145,,,
answer,'ɑ:nsә,n. a statement (either spoken or written) that is made to reply to a question or request or criticism or accusation\nn. the speech act of replying to a question\nn. the principal pleading by the defendant in response to plaintiff's complaint; in criminal law it consists of the defendant's plea of `guilty' or `not guilty' (or nolo contendere); in civil law it must contain denials of all allegations in the plaintiff's complaint that the defendant hopes to controvert and it can contain affirmative defenses or counterclaims\nn. a nonverbal reaction,"n. 答案, 回答, 回报, 答辩\nvt. 回答, 反驳, 适应, 响应, 符合\nvi. 回答, 答应, 负责, 符合, 成功\n[计] 用户问题及答案新闻组",,5,1,zk gk,808,767,s:answers/p:answered/d:answered/i:answering/3:answers,,
antique,æn'ti:k,n. any piece of furniture or decorative object or the like produced in a former period and valuable because of its beauty or rarity\nv. shop for antiques\nv. give an antique appearance to\ns. made in or typical of earlier times and valued for its age,"n. 古董, 古物\na. 古老的, 古风的, 旧式的, 过时的",,3,,gk cet6 ky toefl ielts gre,6477,5748,s:antiques/p:antiqued/i:antiquing/3:antiques/d:antiqued,,
anxiety,æŋ'zaiәti,"n. (psychiatry) a relatively permanent state of worry and nervousness occurring in a variety of mental disorders, usually accompanied by compulsive behavior or attacks of panic\nn. a vague unpleasant emotion that is experienced in anticipation of some (usually ill-defined) misfortune","n. 焦虑, 忧虑, 令人焦虑的事\n[医] 焦虑",,3,1,gk cet4 cet6 ky toefl ielts,2612,2467,s:anxieties,,
anxious,'æŋʃәs,s. eagerly desirous\ns. causing or fraught with or showing anxiety,"a. 忧虑的, 发愁的, 渴望的",,3,1,gk cet4 cet6 ky toefl,2630,3827,,,
any,'eni,s. one or some or every or all without specification\nr. to any degree or extent,a. 任何的\npron. 任何,,5,1,zk gk,78,109,,,
anybody,'enibɒdi,n. Any one out of an indefinite number of persons; anyone;\n   any person.\nn. A person of consideration or standing.,pron. 任何人\nn. 重要人物,,3,,zk gk,1840,1380,,,
anyone,'eniwʌn,n. One taken at random rather than by selection; anybody.\n   [Commonly written as two words.],pron. 任何人,,4,1,zk gk cet4 ky,662,659,,,
anything,'eniθiŋ,"n. Any object, act, state, event, or fact whatever; thing of\n   any kind; something or other; aught; as, I would not do it for\n   anything.\nn. Expressing an indefinite comparison; -- with as or like.\nadv. In any measure; anywise; at all.",pron. 任何事,,5,1,zk gk,315,331,,,
anyway,'eniwei,"r used to indicate that a statement explains or supports a previous statement; anyhow, they're quiet""; anyway, it's gone""; in any case, there was a brief scuffle""\nr in any way whatsoever","adv. 无论如何, 至少",,4,1,zk cet4 ky,834,1393,s:anyways,,
anywhere,'enihwєә,r. at or in or to any place; (`anyplace' is used informally for `anywhere'),adv. 无论何处,,3,1,zk gk cet4 ky,2157,1879,,,
apart,ә'pɑ:t,s. remote and separate physically or socially\ns. having characteristics not shared by others\nr. separated or at a distance in place or position or time\nr. not taken into account or excluded from consideration,"adv. 成零碎, 成距离, 分别地, 分离着\na. 分离的",,3,1,gk cet4 ky,2419,1971,,,
apartment,ә'pɑ:tmәnt,n. a suite of rooms usually on one floor of an apartment house,"n. 房间, 公寓",,3,1,gk cet4 ky ielts,3711,1273,s:apartments,,
appal,ә'pɒ:l,v strike with disgust or revulsion\nv fill with apprehension or alarm; cause to be unpleasantly surprised,"vt. 使惊骇, 使吓坏",,3,,ky,19412,11526,p:appalled/d:appalled/3:appals/i:appalling,,
apparent,ә'pærәnt,s. clearly revealed to the mind or the senses or judgment\ns. appearing as such but not necessarily so,"a. 清晰可见的, 显然的, 表面上的\n[电] 外在的",,3,1,gk cet4 cet6 ky ielts,1770,2502,,,
apparently,ә'pærәntli,r. from appearances alone,"adv. 表面上, 清楚地, 显然地",,4,1,,1243,1407,,,
appeal,ә'pi:l,n. attractiveness that interests or pleases or stimulates\nn. (law) a legal proceeding in which the appellant resorts to a higher court for the purpose of obtaining a review of a lower court decision and a reversal of the lower court's judgment or the granting of a new trial\nv. take a court case to a higher court for review\nv. request earnestly (something from somebody); ask for aid or protection,"n. 恳求, 诉请, 上诉, 吸引力\nvi. 呼吁, 诉请, 要求, 上诉, 有吸引力\nvt. 将...上诉",,4,1,gk cet4 cet6 ky toefl ielts gre,942,1852,s:appeals/p:appealed/i:appealing/d:appealed/3:appeals,,
appear,ә'piә,"v. come into sight or view\nv. be issued or published\nv. seem to be true, probable, or apparent\nv. come into being or existence, or appear on the scene","vi. 出现, 显得, 来到\n[法] 出庭, 到案, 出现",,5,1,zk gk cet4 ky toefl,290,395,p:appeared/3:appears/i:appearing/d:appeared,,
appearance,ә'piәrәns,n. outward or visible aspect of a person or thing\nn. the event of coming into sight\nn. formal attendance (in court or at a hearing) of a party in an action\nn. a mental representation,"n. 出现, 露面, 外观, 外表, 出版\n[计] 外观, 版面",,4,1,gk cet4 ky ielts,1435,1684,s:appearances,,
apple,'æpl,n. fruit with red or yellow or green skin and sweet to tart crisp whitish flesh\nn. native Eurasian tree widely cultivated in many varieties for its firm rounded edible fruits,"n. 苹果, 家伙\n[医] 苹果",,3,1,zk gk,2446,2695,s:apples,,
application,.æpli'keiʃәn,n. the act of bringing something to bear; using it for a particular purpose\nn. a verbal or written request for assistance or employment or admission to a school\nn. the work of applying something; \nn. a program that gives a computer instructions that provide the user with tools to accomplish a task,"n. 应用, 申请, 志愿书, 应用程序\n[计] 应用, 应用程序",,3,1,gk cet4 cet6 ky toefl ielts gre,608,1519,s:applications,,
apply,ә'plai,v. be pertinent or relevant or applicable\nv. ask (for something)\nv. refer (a word or name) to a person or thing\nv. apply oneself to,"vt. 涂, 应用\nvi. 申请, 适用",,4,1,gk cet4 cet6 ky toefl ielts,522,938,d:applied/3:applies/i:applying/p:applied,,
appoint,ә'pɒint,"v. create and charge with a task or function\nv. assign a duty, responsibility or obligation to\nv. furnish","vt. 任命, 指定, 下令\n[法] 派, 派任, 任命",,3,1,gk cet4 cet6 ky toefl gre,1272,3172,d:appointed/p:appointed/i:appointing/3:appoints,,
appointment,ә'pɒintmәnt,n. the act of putting a person into a non-elective position\nn. (usually plural) furnishings and equipment (especially for a ship or hotel)\nn. the job to which you are (or hope to be) appointed\nn. (law) the act of disposing of property by virtue of the power of appointment,"n. 约会, 委任的职位, 委派\n[经] 任命, 派, 指定",,3,1,gk cet4 cet6 ky toefl ielts,1558,3021,s:appointments,,
appreciate,ә'pri:ʃieit,v. recognize with gratitude; be grateful for\nv. be fully aware of; realize fully\nv. gain in value\nv. increase the value of,"vt. 赏识, 鉴别, 为...而感激, 领会, 欣赏\nvi. 增值, 涨价",,3,1,gk cet4 cet6 ky toefl ielts gre,1989,1738,d:appreciated/p:appreciated/i:appreciating/3:appreciates,,
approach,ә'prәutʃ,n. ideas or actions intended to deal with a problem or situation\nn. the act of drawing spatially closer to something\nn. the event of one object coming closer to another\nn. the temporal property of becoming nearer in time,"n. 接近, 入门\nvt. 接近, 近似, 找...商量\nvi. 靠近",,4,1,gk cet4 cet6 ky toefl ielts gre,583,750,s:approaches/p:approached/i:approaching/d:approached/3:approaches,,
appropriate,ә'prәupriәt,"v. take possession of by force, as after an invasion\na. suitable for a particular person or place or condition etc","a. 适当的\n[经] 适当的, 拨出, 占用",,3,1,gk cet4 cet6 ky toefl ielts gre,883,1493,d:appropriated/3:appropriates/p:appropriated/i:appropriating,,
